,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,IndPremiumPlusTransferMinusCostsPMM_2014,TotalLossPMM,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,IndPremiumPlusTransferMinusCostsPMM_2015
597,91716,Aetna Life Insurance Company,TX,14609683.22,7355591.68,No,-2896197.55,503421,988673,152897435.4,143561183,303.7168402,285.1712245,14.61121344,18.5456157,33.15682914,62.17763522,Aetna Life Insurance Company,TX,19077598.96,-10218459.31,No,4559477.87,562121,762695,175730854.8,170561451.5,312.6210456,303.4247991,-18.17839809,9.196246538,-8.982151547
598,34762,Blue Cross and Blue Shield of Kansas City,MO,25923279.05,18053572.29,Yes,2682326.2,630607,442946,159451717.6,191337992.4,252.8543413,303.4187575,28.62888025,-50.56441619,-21.93553594,19.17291838,Blue Cross and Blue Shield of Kansas City,MO,22865750.61,20705929.36,Yes,-325653.6,659275,349948,197237281.5,232319618.5,299.1730029,352.3865132,31.40712049,-53.2135103,-21.80638981
599,63411,"Blue Cross and Blue Shield of Georgia, Inc.",GA,,,No,1729140.2,416561,149454,161787329,126568608.8,388.3880848,303.8417154,,84.54636944,,0,"Blue Cross and Blue Shield of Georgia, Inc.",GA,,,No,2862053.98,260103,99385,110547996,91511228.51,425.0162282,351.8268859,,73.18934226,
600,50305,Wellmark of South Dakota,SD,11018734.68,1820377.38,No,2519007.76,604615,346867,163256470,157543236,270.0172341,260.5678589,3.010804198,9.449375222,12.46017942,30.68456135,Wellmark of South Dakota,SD,8866320.54,-1043395.44,No,1566498.82,572020,353553,174208086,176193563,304.5489423,308.0199346,-1.824054124,-3.470992273,-5.295046397
601,33653,Maine Community Health Options,ME,35448310.19,-926811.51,Yes,97813.31,376936,13093,166074149,173234740,440.5897792,459.5866142,-2.458803378,-18.99683501,-21.45563838,72.58767451,Maine Community Health Options,ME,40987289.61,2738773.24,Yes,-3768993.96,688724,48898,291354380,339462243.3,423.0350329,492.8857471,3.97659039,-69.85071422,-65.87412383
602,37160,Blue Cross Blue Shield of North Dakota,ND,13433148.25,1088177.61,Yes,309402.76,487298,662969,166203387,159610965,341.0713506,327.542828,2.233084499,13.52852259,15.76160709,43.32820545,Blue Cross Blue Shield of North Dakota,ND,12584324.78,1716903.71,Yes,22846.4,514810,623553,194054519,175053351,376.943958,340.0348692,3.335024009,36.90908879,40.2441128
603,65122,Consumers' Choice Health Insurance Company,SC,33097630.23,-6160779.32,Yes,-96974.11,463294,2277,167110785,190598293.5,360.7013797,411.3981478,-13.29777489,-50.69676814,-63.99454303,7.44525595,Consumers' Choice Health Insurance Company,SC,36699256.4,-14555844.07,Yes,-470419.09,810658,5638,271084672,361029515.6,334.4007855,445.3536702,-17.95559172,-110.9528847,-128.9084764
604,25303,"New York State Catholic Health Plan, Inc.",NY,13745380.71,-37511467.39,Yes,,482840,,167711724.3,111950287.6,347.3443052,231.8579397,-77.68922912,115.4863655,37.79713634,66.26491181,"New York State Catholic Health Plan, Inc.",NY,13867355.91,-56655138.64,Yes,,786748,,279998282.6,199535627.3,355.8932245,253.620762,-72.01179875,102.2724625,30.26066372
605,42690,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. ***",MA,37222783,,Yes,,335415,2824026,174084594,205754758,519.0125486,613.4333825,,-94.42083389,,110.9753082,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",MA,35245952.75,,Yes,,592588,2375271,304248807,331241353,513.4238408,558.9741152,,-45.55027439,
606,77894,Kentucky Health Cooperative,KY,58086349.7,-7829059.51,Yes,-49429.47,586561,1983,177167712,293489348,302.0448206,500.356055,-13.34739185,-198.3112345,-211.6586263,-112.6299666,Kentucky Health Cooperative,KY,35150774.64,-2353554.57,Yes,-471751.15,623708,3394,221493442.3,324284775.7,355.1236192,519.9304413,-3.773487866,-164.8068221,-168.58031
607,48121,Cigna Health and Life Insurance Company,FL,75559934.98,39512510.93,No,,406640,90788,178312739,274385648,438.5027026,674.7630533,97.16828381,-236.2603507,-139.0920669,46.72323655,Cigna Health and Life Insurance Company,FL,82711915.66,73421679.32,No,,497891,63293,238338961,448394923,478.6970662,900.5885284,147.4653676,-421.8914622,-274.4260946
608,55409,Cigna Health and Life Insurance Company,TX,82305987.68,32778811.09,No,,501401,78230,181597360,311394311,362.1798919,621.0484443,65.37444299,-258.8685523,-193.4941093,-29.34208793,Cigna Health and Life Insurance Company,TX,42003359.11,53407229.68,No,,365755,75880,144781224,266079574,395.842091,727.4803461,146.0191376,-331.6382551,-185.6191175
609,88102,PreferredOne Insurance Company,MN,51337471.78,5422835.32,No,-1029344.47,880297,192143,186382394,293227598,211.7267172,333.100758,6.160233785,-121.3740408,-115.213807,-56.89545335,Preferred One Insurance Company,MN,4222933.09,5753591.46,No,-3077770.23,78619,178184,55169518,32466576,701.7326346,412.9609382,73.18321856,288.7716964,361.954915
610,11721,Blue Cross & Blue Shield of Mississippi,MS,6452872.9,4539847.85,No,356245.91,764940,807922,190851063,177216259,249.4980822,231.673411,5.934907117,17.82467122,23.75957833,32.19536794,Blue Cross & Blue Shield of Mississippi,MS,8234968.46,2213375.4,No,27685.38,793293,816408,227165202,207890018,286.3572501,262.0595644,2.790110842,24.29768572,27.08779656
611,56346,"Coventry Health Care of the Carolinas, Inc.",NC,24984866.8,-22133565.21,No,-7310102.87,744212,348024,200682299.7,189674366.9,269.6574359,254.8660421,-29.74094104,14.79139385,-14.94954719,18.62269675,"Coventry Health Care of the Carolinas, Inc.",NC,38747450.73,-47680707.29,No,-9400776.79,1258611,418066,398670798.6,394678419.4,316.7545799,313.5825282,-37.88359333,3.17205173,-34.7115416
612,87269,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",CO,,,No,2272512.47,751693,722035,204232828.5,158902637.2,271.697127,211.3929985,,60.30412855,,0,Rocky Mountain Hos & Med Svc(Anthem BCBS),CO,3292837.76,-318263.67,No,-1239886.17,534111,677758,181263174.2,148064739.2,339.3736025,277.2171687,-0.59587552,62.15643378,61.56055825
613,18558,"Blue Cross and Blue Shield of Kansas, Inc.",KS,25958565.69,7698173.07,Yes,1056774.58,650169,1305258,208136266,235999821,320.1264071,362.9822723,11.84026472,-42.85586517,-31.01560045,8.910273729,"Blue Cross and Blue Shield of Kansas, Inc.",KS,22071027.01,17980150.06,Yes,1209308.94,692644,1169721,220132355,284277498,317.81457,410.423678,25.9587177,-92.609108,-66.6503903
614,45532,"CareFirst of Maryland, Inc.",MD,21694659.41,9718734.15,Yes,3249730.99,844338,74785,215321625.9,218132668.9,255.0182817,258.347568,11.51047821,-3.329286376,8.181191833,33.8754747,"CareFirst of Maryland, Inc.",MD,23361093.08,22545287.16,Yes,7207643.04,670981,51225,214100821.7,226180077.9,319.0862658,337.0886477,33.6004852,-18.00238189,15.59810331
615,87718,Regence BlueShield,WA,58586000.12,32511257.78,Yes,15701650.08,634134,508653,219595069,230474233,346.2912712,363.4472099,51.26875042,-17.15593865,34.11281177,126.5002253,Regence BlueShield,WA,32444683.34,25715713.27,Yes,21915964.21,552202,455891,200189096,218920708,362.5287413,396.4504076,46.56939538,-33.92166635,12.64772904
616,63141,Humana Insurance Company,TX,21797558.59,5252230.85,No,-1055927.97,1152876,409270,225637658.6,235618617.3,195.7171965,204.3746399,4.55576389,-8.657443385,-4.101679495,14.80543505,Humana Insurance Company,TX,22961195.74,16542107.09,No,-1192747.03,960435,291529,230141545.1,262184110.3,239.6221973,272.984752,17.22355713,-33.36255468,-16.13899755
617,99110,Health Net Life Insurance Company,CA,96305759.81,53801059.26,No,-1149328.11,670834,739749,229515619,341244349,342.1347442,508.6867228,80.20025708,-166.5519786,-86.3517215,57.20951691,Health Net Life Insurance Company,CA,94347305.12,53436905.52,No,11418011.12,444015,1101301,187024958,479433200,421.2131527,1079.768026,120.349325,-658.5548731,-538.2055482
618,32673,"Humana Health Plan of Texas, Inc.",TX,53329111.45,-38610710.6,No,-1682294.43,870873,1528757,242296504.6,305803472.2,278.2225475,351.1458872,-44.33563861,-72.92333968,-117.2589783,-56.02259658,"Humana Health Plan of Texas, Inc.",TX,51295201.04,-26986914.17,No,-2173306.64,1147557,1418824,335404567.6,396706517,292.2770438,345.6965684,-23.51683983,-53.41952461,-76.93636444
619,68781,SelectHealth,UT,51361644.15,12505596.48,Yes,-1805886.51,1144804,1347616,244284085,346944682,213.3850729,303.0603335,10.92378825,-89.67526057,-78.75147232,-33.88646124,Select Health,UT,45753380.6,29815302,Yes,2775857.47,1430842,1402554,333665717.5,492765465.8,233.1953615,344.388455,20.83759213,-111.1930935,-90.35550138
620,31609,Independence Blue Cross (QCC Ins. Co.),PA,67630617.15,50795145.81,No,13315931.52,631413,808320,247916140,317529349,392.6370537,502.8869361,80.44678493,-110.2498824,-29.80309748,77.30685615,Independence Blue Cross (QCC Ins. Co.),PA,43123145.04,64851297.02,No,24985336.8,525833,851405,250472344,323221752,476.3343951,614.6851795,123.3305955,-138.3507844,-15.02018888
621,21032,Kaiser Foundation Health Plan of Colo.,CO,26956984.91,-33664830.89,Yes,-3582183.17,819397,664202,253676763,219954806,309.5895677,268.4349662,-41.08488424,41.15460149,0.069717255,32.96828158,Kaiser Foundation Health Plan of Colo.,CO,20539222.46,-7630792.84,Yes,951160.48,829731,627193,231648599,261842374,279.1851805,315.5750165,-9.196706933,-36.38983598,-45.58654292
622,61589,"Blue Cross of Idaho Health Service, Inc.",ID,46067383.55,-7228265.36,Yes,557788.36,1042265,476090,257383419,301202622.5,246.9462363,288.9885226,-6.935151195,-42.04228627,-48.97743747,-4.778137336,"Blue Cross of Idaho Health Service, Inc.",ID,38715261.37,-5152221.99,Yes,2750572.03,1019070,499500,290413107,366301108.4,284.9785658,359.4464643,-5.055807736,-74.46789857,-79.52370631
623,28137,"CareFirst BlueChoice, Inc.",MD,33674052.57,-12598519.03,No,-4834145.8,1045638,1947671,264744175.9,273475415,253.1891304,261.5392851,-12.04864306,-8.350154738,-20.3987978,11.80551437,"CareFirst Blue Choice, Inc.",MD,59885149.52,-16434375.57,No,6517475.95,1994245,1797148,542184203.8,550886744.5,271.8744205,276.2382478,-8.240900978,-4.363827263,-12.60472824
624,29678,Blue Cross and Blue Shield of Nebraska,NE,38604318.76,1379197.77,Yes,3588744.99,992595,434242,271101751,325081480,273.124236,327.5066669,1.389486921,-54.3824309,-52.99294398,-14.10062762,Blue Cross and Blue Shield of Nebraska,NE,32361756.58,13541049.63,Yes,3977257.76,847755,361056,295502067,336088448,348.5701258,396.445256,15.9728337,-47.8751302,-31.9022965
625,71644,Freelancers Health Service Corporation d/b/a Health Republic Insurance of New York,NY,58217806.98,-28222332.5,No,-52013211.07,827785,516143,273028679.5,380720596.2,329.8304264,459.9269088,-34.09379549,-130.0964824,-164.1902779,-93.8606549,Freelancers Health Service Corporation d/b/a Health Republic I f N Y k,NY,51763635.04,-37496765.22,No,-153842015.4,1358859,681644,413183595.4,597117146,304.0665701,439.42539,-27.5943017,-135.3588199,-162.9531216
626,36239,Anthem Health Plans of KY(Anthem BCBS),KY,10851899.04,4889935.19,No,2798476.94,1016969,990852,276713823.7,219708615.8,272.0966162,216.0425891,4.808342427,56.05402711,60.86236954,71.53319534,Anthem Health Plans of KY(Anthem BCBS),KY,15230315.39,3129303.34,No,4368115.21,1020298,809561,297745092.3,253014028.1,291.8216955,247.9805195,3.067048392,43.84117601,46.9082244
627,86545,Anthem Health Plans Inc. (Anthem BCBS),CT,53879332.07,13893512.78,No,1456630.51,709141,882121,284597256,270068513.8,401.3267545,380.8389499,19.59203146,20.48780454,40.079836,116.0581422,Anthem Health Plans Inc.(Anthem BCBS),CT,37802725.1,25538509.66,No,25341838.53,654579,464639,280767787,281199270.2,428.9288031,429.5879798,39.01516801,-0.659176662,38.35599135
628,51398,"Preferred Medical Plan, Inc.",FL,19151683.89,-97122695.74,No,,944021,939,288527289.5,213208157.6,305.636516,225.8510749,-102.8819229,79.78544111,-23.09648179,-2.809132371,"Preferred Medical Plan, Inc.",FL,11390404.66,-62496825.44,No,,741265,2447,248150190,203700851,334.765826,274.801658,-84.3110432,59.96416801,-24.34687519
629,26065,Blue Cross and Blue Shield of South Carolina,SC,22076003.24,6653943.39,No,-254611.31,936558,823623,295301129,254980986,315.3046891,272.2532785,7.104678397,43.05141059,50.15608899,73.72751034,Blue Cross and Blue Shield of South Carolina,SC,26799911.31,8615922.98,No,2446555.38,1019835,805213,355349837,335721470,348.4385582,329.1919477,8.448349959,19.24661048,27.69496044
630,88380,"HealthKeepers, Inc.",VA,53997035.62,-11644622.19,No,899569.67,891623,693806,296040848.4,297778427.2,332.024688,333.97347,-13.06002895,-1.94878194,-15.00881089,45.551578,"Health Keepers, Inc.",VA,77211953.05,-13597420.4,No,-2356689.22,2282806,598828,743404018.1,688877488.6,325.6536114,301.7678631,-5.956450263,23.88574829,17.92929802
631,49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,34663581.85,-3958982.3,No,2304375.99,1094274,1401272,313627768,267903151,286.608078,244.8227327,-3.617907672,41.78534535,38.16743768,69.84467926,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,31999615.68,-15389290.74,No,2806937.56,1329937,1292437,388444221.1,358677256.3,292.0771594,269.6949226,-11.57144341,22.38223675,10.81079334
632,38498,LifeWise Health Plan of WA,WA,37535881.13,-32176872.96,Yes,,974829,6302,320686452,231934471,328.9668773,237.9232368,-33.00771003,91.04364047,58.03593045,96.54102327,Life Wise Health Plan of WA,WA,23278792.62,-22413845.18,Yes,,777909,4679,264335190,220628830,339.8022005,283.6177882,-28.81293979,56.18441232,27.37147252
633,80519,"Empire HealthChoice HMO, Inc.",NY,38100183.86,-4215356.78,No,-7974099.79,768128,185458,339233913,281690007.2,441.637218,366.7227431,-5.487831169,74.91447493,69.42664376,119.0279913,"Empire HealthChoice HMO, Inc.",NY,40523011.28,31931835.18,No,1170127.82,869392,70270,370877634.4,351976595.8,426.5942571,404.853732,36.72892686,21.7405251,58.46945196
634,91762,AmeriHealth Ins Company of New Jersey,NJ,62373022.13,-27270588.68,No,-9401983.1,796319,455609,341756592,281115769.3,429.1704606,353.0190405,-34.24580938,76.1514201,41.90561072,120.232289,AmeriHealth Ins Company of New Jersey,NJ,49658797.4,38267701.25,No,-7350774.16,543379,444759,273822437,328425555,503.925321,604.4134113,70.4254328,-100.4880903,-30.06265746
635,30252,"Health Options, Inc.",FL,61800974.07,32115302.73,No,-1315788.63,866970,491056,342910967.3,389540888,395.5280659,449.3129958,37.04315343,-53.78492993,-16.7417765,54.54209038,"Health Options, Inc.",FL,49987278.15,81745567.9,No,-4176090.84,1110889,496403,481493023.5,549283125.5,433.4303639,494.4536542,73.5857209,-61.02329036,12.56243054
636,49831,Premera Blue Cross,WA,58409390.63,-7124602.23,Yes,-7510310.41,894365,1271163,344483991,303743793,385.1715921,339.6194988,-7.966101346,45.55209338,37.58599204,102.894217,Premera Blue Cross,WA,60171189.8,18747955.38,Yes,-16440582.27,1100658,1667756,418268282,462242211,380.0165737,419.968974,17.03340673,-39.95240029,-22.91899357
637,32753,Healthy Alliance Life Co(Anthem BCBS),MO,31718277.28,-5335441.08,No,-3154909.68,1207878,1313809,344950109.3,306199466.2,285.5835683,253.5019813,-4.417201969,32.08158696,27.664385,53.92388908,Healthy Alliance Life Co(Anthem BCBS),MO,19470609.22,7298221.08,No,5340341.52,1037701,1093732,337688912.1,277405688.6,325.4202435,267.3271863,7.033067406,58.09305715,65.12612456
638,44240,Coventry Health and Life,MO,36558693.78,-16394921.63,No,308569.39,1281780,469773,352041892,390260376.3,274.6507919,304.4675188,-12.79074539,-29.81672697,-42.60747237,-14.085656,Coventry Health and Life,MO,31011926.25,-20980901.39,No,-233857.65,1752758,360569,534928354.9,554088580.7,305.1923625,316.123835,-11.97022144,-10.93147246,-22.9016939
639,98185,Blue Care Network of Michigan,MI,54508071.26,-47134095.64,Yes,-5484016.17,1191387,944667,355726508,341579271,298.5818277,286.7072337,-39.56237196,11.87459407,-27.68777789,18.0639982,Blue Care Network of Michigan,MI,46831049.28,-40004463.16,Yes,2178690.19,1596397,859012,519788391,452587896.8,325.600957,283.5058552,-25.05921971,42.09510178,17.03588208
640,80627,Medical Mutual of Ohio,OH,36995018.15,9369568.4,No,1218032.8,1367356,3012271,365229244,363715144.9,267.1061845,265.9988656,6.85232551,1.107318869,7.959644379,35.01552313,Medical Mutual of Ohio,OH,28206438.29,6545046.13,No,4026922.8,1180859,2665189,346011949.3,348902504.4,293.0171589,295.465,5.542614427,-2.447841021,3.094773406
641,29276,Community Insurance Company(Anthem BCBS),OH,29350337.77,4108227.93,No,7243843.64,1263641,3825043,369264093.2,304745986.1,292.2223109,241.1650034,3.2511037,51.05730749,54.30841119,77.53521198,Community Insurance Company(Anthem BCBS),OH,19003555.17,19027175.55,No,14407578.76,941870,3304314,313395095.8,251590989.9,332.7371036,267.1185938,20.20148805,65.61850988,85.81999793
642,87571,Blue Cross Blue Shield of Oklahoma,OK,58988045.78,-912836.76,Yes,5538080.47,1530042,1415200,373873715,447090987.7,244.3551974,292.2083104,-0.596608956,-47.85311299,-48.44972194,-9.896501978,Blue Cross Blue Shield of Oklahoma,OK,84233897.4,-4417436.82,Yes,4443491.14,2028437,1475972,563366273,783660741,277.7341732,386.3372345,-2.177754015,-108.6030614,-110.7808154
643,39424,"Moda Health Plan, Inc.",OR,110546514.1,-31157398.15,No,-4604925.33,1185822,158096,388355657,470752445,327.4991162,396.984071,-26.27493684,-69.48495474,-95.75989158,-2.536360474,"Moda Health Plan, Inc.",OR,62768010.24,-10916304.04,No,-1070895.13,1155876,210844,358676896,485000522,310.3074171,419.5956331,-9.444182629,-109.288216,-118.7323987
644,53901,"Blue Cross Blue Shield of Arizona, Inc.",AZ,43210443.35,14331092.97,Yes,1494667.03,1649769,518338,425888273,447234457.3,258.1502459,271.0891387,8.686727033,-12.93889284,-4.252165806,21.93964853,"Blue Cross Blue Shield of Arizona, Inc.",AZ,51821293.19,20131634.31,Yes,-837227.17,1857597,534916,542138872.7,597086526.7,291.849563,321.4295279,10.83746061,-29.57996487,-18.74250426
645,33871,"Keystone Health Plan East, Inc",PA,56237853.67,-61020486.2,No,-7900229.63,1365965,1427814,453789098,419745377.2,332.2113656,307.2885302,-44.67207154,24.92283536,-19.74923618,21.42155053,"Keystone Health Plan East, Inc.",PA,49296370.95,-12386830.58,No,-4106693.9,1291544,1448425,482068666,469929005,373.2498978,363.8505579,-9.590715129,9.39933986,-0.191375269
646,72160,Wellmark Inc.,IA,13566797.89,4605847.67,No,3535403.52,1679290,960142,468125938,429710822,278.7642027,255.8883945,2.742735126,22.87580823,25.61854335,33.69743258,Wellmark Inc.,IA,15298546.8,16573829.24,No,3724624.74,1505991,1180164,466896242,470969260,310.0259178,312.7304612,11.00526447,-2.704543387,8.30072108
647,97176,Louisiana Health Service & Indemnity Company,LA,59187419.01,22005546.46,Yes,803668.2,1596020,2115029,498116444,526706837,312.0991241,330.0126797,13.7877636,-17.91355559,-4.125791995,32.95859229,Louisiana Health Service & Indemnity Company,LA,59752232.01,67544981.11,Yes,7830648.73,1471589,1880339,545121264,646659307,370.4303742,439.4292883,45.89935173,-68.9989141,-23.09956237
648,16064,"Anthem Health Plans of Virginia, Inc.",VA,,,No,6936085.85,2049418,1383390,514362915,412288187.5,250.9799929,201.1733026,,49.80669024,,0,"Anthem Health Plans of Virginia, Inc.",VA,,,No,27889957.52,985484,1416206,217477958,165992563.8,220.6813687,168.4376041,,52.24376469,
649,49316,"BCBSM, INC.",MN,109644843.7,7616924.44,Yes,11759377.1,1830768,1267529,540553106,673696651,295.2602984,367.9858131,4.160507743,-72.72551465,-68.5650069,-8.674925965,"BCBSM, INC.",MN,125759129.4,29086945.86,Yes,15764245.94,2462520,1392389,782721397,1073087950,317.8538233,435.7682171,11.81186178,-117.9143938,-106.102532
650,17575,Anthem Ins Companies Inc(Anthem BCBS),IN,63611127.93,-35299047.7,No,5862596.41,1656793,2119317,586730639.5,473768725.8,354.1363583,285.9552918,-21.30564754,68.18106649,46.87541896,85.26955023,Anthem Ins Companies Inc.(Anthem BCBS),IN,57453698.83,-13429318.84,No,6782799.4,1348881,1731779,538041022.9,494138475.3,398.8795327,366.3321489,-9.955895917,32.54738379,22.59148788
651,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,104173592.8,67492960.02,Yes,13529304.35,2056894,2504910,595126565.1,647127004.9,289.332637,314.6136869,32.81304725,-25.28104987,7.531997381,58.17806509,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,79301872.92,84043000.54,Yes,11876518.15,1553522,2089156,627863417.5,680168155.8,404.1548285,437.8233175,54.09836522,-33.66848896,20.42987627
652,35783,"Humana Medical Plan, Inc.",FL,119899412.3,-80860989.32,No,-6552473.44,1990616,764794,614620857.2,646221477.6,308.7591264,324.6339212,-40.62108881,-15.87479474,-56.49588355,3.736432632,"Humana Medical Plan, Inc.",FL,136834264.8,-135056370.8,No,-11511826.07,3470273,851617,1188746061,1144224614,342.5511656,329.7217867,-38.91808247,12.82937884,-26.08870363
653,33709,Highmark Inc.,PA,97340297.04,-44238595.47,Yes,-4503418.41,2556433,74636,629234955.1,808307387,246.1378628,316.1856333,-17.30481318,-70.04777043,-87.35258361,-49.27597568,Highmark Inc.,PA,106807043.5,-46784130.23,Yes,-7096865.07,2659756,286085,792882593,1082562250,298.1035076,407.0156247,-17.58963237,-108.9121171,-126.5017495
654,46944,Blue Cross and Blue Shield of Alabama,AL,97314734.65,993113.39,Yes,1551403.36,2190059,3172685,631740397,695885393,288.4581635,317.7473269,0.453464217,-29.28916344,-28.83569923,15.59905557,Blue Cross and Blue Shield of Alabama,AL,96845673.52,13434646.95,Yes,1891994.1,2535110,2748598,803165836,1033752425,316.8169571,407.7741893,5.299433535,-90.95723223,-85.6577987
655,57451,"Coventry Health Care of Florida, Inc.",FL,63556095.78,-160958367.1,No,90797.9,2194518,229598,632137574.4,505332831.5,288.0530369,230.2705339,-73.34565818,57.78250299,-15.56315519,13.39814555,"Coventry Health Care of Florida, Inc.",FL,56919893.68,-110567546,No,973155.25,2827355,128894,798433547.1,727386476.9,282.3959309,257.2674733,-39.10635417,25.12845759,-13.97789659
656,14002,BlueCross BlueShield of Tennessee,TN,116386840.7,-1824896.38,Yes,6557826.76,2515002,2621780,638213294,816101770,253.7625394,324.4934875,-0.725604345,-70.73094813,-71.45655247,-25.17951544,BlueCross BlueShield of Tennessee,TN,125248680,22571330.93,Yes,5242633.55,2916902,2375943,856845692,1134323885,293.7519642,388.8796693,7.738117678,-95.12770501,-87.38958733
657,67138,"Health Net of California, Inc.",CA,48731305.15,-100186993.9,No,-3718209.96,2002237,2156540,653074515,476139478,326.1724336,237.8037555,-50.03752997,88.36867813,38.33114816,62.6695782,"Health Net of California, Inc.",CA,41900195.93,-125635855.9,No,-9525637.47,2736915,1788573,895993865,681419303,327.3736543,248.9734986,-45.90418625,78.40015565,32.4959694
658,91661,"Horizon Healthcare Services, Inc.",NJ,68139576.15,-9536368.03,Yes,10604745.48,1725900,4342240,695259495,554523604,402.8388058,321.2953265,-5.525446451,81.54347934,76.01803289,115.4986379,"Horizon Healthcare Services, Inc.",NJ,85563520.22,-62882998.27,Yes,36636642.31,2105500,3205623,938578431,702371782,445.7746051,333.5890677,-29.86606425,112.1855374,82.31947316
659,75293,USAble Mutual Insurance Company,AR,64727145.97,14435474.74,Yes,381417.67,2575654,788859,726204889.8,808308852.6,281.9497067,313.8266447,5.604586152,-31.87693797,-26.27235182,-1.141978732,Arkansas Blue Cross and Blue Shield,AR,64811130.09,8441174.73,Yes,1078908.44,3088102,801647,942571978.7,1148724126,305.2269578,371.9838678,2.733450751,-66.75691,-64.02345925
660,93332,"Humana Employers Health Plan of Georgia, Inc.",GA,194926953.8,64808.72,No,-6158.42,2871577,1208242,816862196.8,1037291728,284.4646676,361.227203,0.022569034,-76.76253543,-76.73996639,-8.858466508,"Humana Employers Health Plan of Georgia, Inc.",GA,213566269.9,68541368.02,No,-2579052.1,3442073,1307376,1157687890,1574761849,336.3344967,457.503908,19.9128165,-121.1694113,-101.2565948
661,36096,Blue Cross Blue Shield of Illinois,IL,277754457.9,-10823647.68,Yes,4303605.47,5537415,4156218,1644254990,1902696433,296.9354816,343.607339,-1.954639065,-46.67185736,-48.62649642,1.533092105,Blue Cross Blue Shield of Illinois,IL,283514429,23056950.67,Yes,10877027.26,6478135,4030984,2068327690,2620797653,319.278263,404.5605183,3.559195767,-85.28225531,-81.72305954
662,16842,Blue Cross and Blue Shield of Florida,FL,265367761.3,221628751.9,No,4537166.63,5946938,2327073,1964556922,2007392657,330.3476381,337.5506281,37.26770851,-7.202990009,30.0647185,74.68730601,Blue Cross and Blue Shield of Florida,FL,203698387.5,368933330.5,No,8102147.17,6204216,2084681,2399215803,2407327473,386.7073298,388.0147746,59.46493973,-1.307444808,58.15749492
663,11512,Blue Cross and Blue Shield of NC,NC,263657626.5,21858789.45,Yes,9263138.01,6260187,2352381,2015642630,2231132906,321.9780224,356.4003609,3.491715096,-34.4223385,-30.93062341,11.18595019,Blue Cross and Blue Shield of NC,NC,222234005.6,67566338.19,Yes,15759733.78,6595736,1960188,2458601688,2480964788,372.7562304,376.1467694,10.24394218,-3.390538979,6.853403197
664,70285,CA Physician's Service dba Blue Shield of CA,CA,363050264.5,135212707.6,Yes,13755875.29,5746687,1599976,2103117282,1938962494,365.9703899,337.4052726,23.52881018,28.56511726,52.09392744,115.269504,CA Physician's Service dba Blue Shield of CA,CA,282147399.1,181516599,Yes,19822043.9,6984408,2367193,2658951422,2638243806,380.6981811,377.7333463,25.98883098,2.964834815,28.95366579
665,40513,"Kaiser Foundation Health Plan, Inc.",CA,240031290.8,98811448.39,Yes,-6119361.66,5935591,7801104,2273510519,2044153218,383.030185,344.3891633,16.64728051,38.64102176,55.28830228,95.72762682,"Kaiser Foundation Health Plan, Inc.",CA,193662847,-82078859.73,Yes,-86677086.3,7551901,8079938,2864002080,2536678058,379.2425351,335.8992733,-10.86863556,43.34326178,32.47462623
