,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,SGPremiumPMM_2014,SGCostsPMM_2014,SGRTPMM_2014,SGLossAPMM_2014,SGLossBPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,SGPremiumPMM_2015,SGCostsPMM_2015,SGRTPMM_2015,SGLossAPMM_2015,SGLossBPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,Not-For-Profit:,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15,SGPremiumPMM,SGCostsPMM,SGRTPMM,SGLossAPMM,SGLossBPMM
368,33906,Aetna Life Insurance Company,PA,No,-382153.41,78728,29715546.11,23444386.29,377.4457132,297.7896846,-4.85409778,79.6560286,74.80193083,Aetna Life Insurance Company,PA,No,-361486.58,107344,43057650.99,36168580.92,401.1183763,336.9408716,-3.367552728,64.17750475,60.80995202,Aetna Life Insurance Company,PA,No,-835761.71,126042,42756289.59,34479236.24,339.2225575,273.5535475,-6.630819171,65.66900993,59.03819076
19,79828,Pekin Life Insurance Company,IN,No,-71406.41,14735,7054288,4348715,478.7436715,295.128266,-4.846040719,183.6154055,178.7693648,Pekin Life Insurance Company,IN,No,-183612.65,13950,6349203,4666924,455.14,334.5465233,-13.16219713,120.5934767,107.4312796,Pekin Life Insurance Company,IN,No,-285888.78,11206,4862402,3174641,433.9105836,283.2983223,-25.51211672,150.6122613,125.1001446
125,82824,Aetna Health Inc. (a GA corp.),GA,No,-1390717.91,303393,108509725,83199239.46,357.6540164,274.2292652,-4.583882654,83.4247512,78.84086854,Aetna Health Inc. (a GA corp.),GA,No,-4486504.66,684990,265701590.1,200469583.3,387.8911956,292.6605984,-6.549737456,95.23059723,88.68085978,Aetna Health Inc. (a GA corp.),GA,No,-5012021.19,322550,133643356.2,99120132.03,414.3337659,307.3016029,-15.53874187,107.032163,91.49342111
380,38166,"Security Health Plan of Wisconsin, Inc.",WI,Yes,-545101.95,122979,53254104,47779847,433.0341278,388.5203734,-4.432479936,44.51375438,40.08127445,"Security Health Plan of Wisconsin, Inc.",WI,Yes,-900331.9,125902,58390466,51814903,463.7771124,411.5494829,-7.1510532,52.22762943,45.07657623,"Security Health Plan of Wisconsin, Inc.",WI,Yes,-1845484.62,132597,63220307,53982196,476.7853496,407.1147613,-13.91799679,69.67058832,55.75259154
99,31112,UnitedHealthcare of the Mid-Atlantic Inc.,MD,No,-332036,75098,28051794.96,19338886.12,373.535846,257.5153282,-4.421369411,116.0205177,111.5991483,United Healthcare of the MidAtlantic Inc.,MD,No,-1678830.01,36198,15592462.38,8437895.47,430.7548036,233.1039138,-46.37908199,197.6508898,151.2718078,"UnitedHealthcare of the Mid-Atlantic, Inc.",MD,No,-2228250.33,42839,16718877.55,9588714.86,390.2723581,223.8314354,-52.01452718,166.4409228,114.4263956
116,25978,UnitedHealthcare Insurance Company,VA,No,-1683466.68,384873,150629568,110262167.7,391.374734,286.4897452,-4.374083607,104.8849888,100.5109052,United Healthcare Insurance Company,VA,No,-7578909.62,336520,143273476.9,94979770.15,425.7502582,282.2410857,-22.52142405,143.5091726,120.9877485,UnitedHealthcare Insurance Company,VA,No,-11826669.96,392052,166340227.3,114442158.5,424.2810324,291.9055597,-30.16607481,132.3754726,102.2093978
171,74313,Paramount Insurance Company,OH,No,-528876.15,123962,44087313,36885413,355.6518369,297.554194,-4.266437699,58.09764283,53.83120513,Paramount Insurance Company,OH,No,-264272.01,119621,44669513,35765810,373.4253434,298.9927354,-2.20924428,74.43260799,72.22336371,Paramount Insurance Company,OH,No,1133285.63,119125,47785439,43448610,401.1369486,364.7312487,9.513415572,36.4056999,45.91911547
491,95233,Paramount Insurance Company,MI,No,-53820.3,13010,5337285,3504346,410.2448117,269.3578786,-4.136840892,140.8869331,136.7500922,Paramount Insurance Company,MI,No,137653.7,6850,2966215,2265518,433.0240876,330.7325547,20.09543066,102.2915328,122.3869635,Paramount Insurance Company,MI,No,375049.38,11359,4311175,4174002,379.5382516,367.4621005,33.01781671,12.07615107,45.09396778
315,85654,HealthPartners Insurance Company,MN,No,-820791.54,200964,80818000,71333000,402.1516291,354.9541211,-4.084271511,47.19750801,43.1132365,HealthPartners Insurance Company,MN,No,-3345685.38,194406,86708000,75880000,446.0150407,390.3171713,-17.20978457,55.69786941,38.48808483,HealthPartners Insurance Company,MN,No,-2487209.58,142823,68545000,58208000,479.9297032,407.5534053,-17.41462916,72.37629794,54.96166878
221,35670,Coventry Health & Life Co.,IL,No,-400513.48,98945,31718051.36,25927161.08,320.5624474,262.0360916,-4.047839507,58.52635585,54.47851635,Coventry Health & Life Co.,IL,No,458501.8,83079,31219306.1,20467686.95,375.7785493,246.3641468,5.518865177,129.4144026,134.9332677,Coventry Health and Life,IL,No,359296.65,64984,25525021.5,18557927.84,392.7893251,285.576878,5.529001754,107.2124471,112.7414488
328,20129,"Health Alliance Medical Plans, Inc.",IL,No,-998963.73,251994,96450598,90830583,382.7495813,360.4474035,-3.964236172,22.30217783,18.33794166,"Health Alliance Medical Plans, Inc.",IL,No,-1104554.13,221076,88652309,77293807,401.0037679,349.6254998,-4.996264316,51.37826811,46.38200379,"Health Alliance Medical Plans, Inc.",IL,No,572733.12,184877,80362165,68306524,434.6790839,369.4701017,3.097914397,65.20898219,68.30689659
195,79888,"HealthPartners, Inc.",MN,Yes,-4200533.56,1061856,351527000,300688000,331.0495962,283.1721062,-3.955841056,47.87748998,43.92164892,"HealthPartners, Inc.",MN,Yes,-13774545.17,1214110,437480000,370659000,360.3297889,305.2927659,-11.34538483,55.037023,43.69163818,"HealthPartners, Inc",MN,Yes,-13565960.64,1260945,453961000,414030000,360.0164956,328.3489764,-10.7585665,31.6675192,20.9089527
154,61724,UnitedHealthcare Life Insurance Company,OH,No,-975536.98,246629,95338331.89,75232749.54,386.5657805,305.0442143,-3.955483662,81.5215662,77.56608254,United Healthcare Life Insurance Company,OH,No,-4212359.07,467432,184666070.2,150652527.3,395.0651008,322.298275,-9.011704526,72.76682576,63.75512124,UnitedHealthcare Life Insurance Company,OH,No,-6324051.22,607074,251154121.1,209319444.3,413.7125311,344.8005421,-10.4172658,68.91198898,58.49472318
57,33232,UnitedHealthcare Ins Co of River Valley,OH,No,-1094386.45,293762,88350658.93,75061462.36,300.7559144,255.5179443,-3.725418706,45.23797009,41.51255139,United Healthcare Ins Co of River Valley,OH,No,-1790106.79,252356,86608748.14,65699172.72,343.2006695,260.3432164,-7.093577288,82.85745304,75.76387575,UnitedHealthcare Insurance Company of the River Valley,OH,No,-1650809.72,232811,88251080.3,64039261.01,379.0674852,275.069739,-7.090772,103.9977462,96.9069742
324,15411,"Humana Health Plan, Inc.",KY,No,-1929958.7,547482,172510336.3,144046341.7,315.0977316,263.1069911,-3.525154617,51.99074052,48.4655859,"Humana Health Plan, Inc.",KY,No,-1964729.71,624026,222550368.3,184276462.8,356.6363714,295.30254,-3.148474118,61.33383144,58.18535732,"Humana Health Plan, Inc.",KY,No,-2971979.56,575713,222400458.9,180732684.4,386.3043893,313.9284407,-5.162258903,72.37594861,67.2136897
63,73102,UnitedHealthcare Insurance Company,NE,No,-437220.34,130498,46267799.69,34340174.14,354.54796,263.1471298,-3.35039878,91.40083028,88.0504315,United Healthcare Insurance Company,NE,No,4054594.92,313101,122900713.9,99705064.54,392.5273758,318.4437755,12.94979869,74.08360037,87.03339906,UnitedHealthcare Insurance Company,NE,No,4767583.27,346488,134530655.8,109683036.2,388.2693075,316.556522,13.7597356,71.71278544,85.47252104
481,43442,Humana Health Plan,IN,No,-19667.22,6121,2245198.15,842620.2916,366.8025078,137.6605606,-3.213073027,229.1419471,225.9288741,Humana Health Plan,IN,No,-102658.68,5118,1810031.57,787570.7091,353.6599394,153.8825145,-20.05835873,199.777425,179.7190662,Humana Health Plan,IN,No,63336.28,3527,1320030.66,881173.9226,374.2644344,249.8366665,17.95755033,124.4277679,142.3853182
231,60597,PacificSource Health Plans,ID,Yes,-228325.54,72031,19270117,18039742.42,267.5253294,250.4441479,-3.169823271,17.08118144,13.91135817,Pacific Source Health Plans,ID,Yes,-80877.14,21577,6502477,4268123.186,301.361496,197.8089255,-3.748303286,103.5525705,99.80426723,PacificSource Health Plans,ID,Yes,-116759.35,14107,4153360.88,3138078.924,294.4184362,222.4483536,-8.276695967,71.97008265,63.69338669
327,64844,Aetna Health Inc. (a PA corp.),PA,No,-3059493.02,987408,344780538,262883636.3,349.1773796,266.236081,-3.098509451,82.94129853,79.84278908,Aetna Health Inc. (a PA corp.),PA,No,-1628024.96,619199,238768421.2,169972991.1,385.6085381,274.5046279,-2.629243523,111.1039102,108.4746667,Aetna Health Inc. (a PA corp.),PA,No,-5577917.84,476025,190526515.5,137593443.3,400.2447676,289.0466746,-11.71769936,111.198093,99.48039359
104,63631,UnitedHealthcare Insurance Company,MI,No,-1087425.35,353331,127354049.5,83770521.65,360.4383694,237.0879477,-3.077639239,123.3504217,120.2727825,United Healthcare Insurance Company,MI,No,-1154312.92,409266,154436826.9,101096927.5,377.3507374,247.0200982,-2.820446653,130.3306392,127.5101926,UnitedHealthcare Insurance Company,MI,No,-1938501.49,404502,157560787.3,108410148.3,389.5179438,268.0089302,-4.792316206,121.5090136,116.7166973
393,91716,Aetna Life Insurance Company,TX,No,-2896197.55,988673,373087474.5,285538762.5,377.3618522,288.8101147,-2.929378622,88.55173753,85.62235891,Aetna Life Insurance Company,TX,No,4559477.87,762695,313665446.6,241983399.8,411.2593456,317.2741395,5.978114279,93.98520614,99.96332042,Aetna Life Insurance Company,TX,No,7021712.97,368909,159053627.3,150465127.1,431.1459663,407.8651567,19.03372639,23.28080963,42.31453602
119,93838,"HealthAssurance PA, Inc",PA,No,-1641283.35,561514,207108759.1,168343914.9,368.8398848,299.8035933,-2.922960692,69.03629153,66.11333083,"Health Assurance PA, Inc.",PA,No,-58719.48,568755,231500236.5,182585324,407.0298046,321.0263189,-0.103242134,86.00348568,85.90024355,"HealthAssurance PA, Inc",PA,No,-4558706.29,378048,161268173.1,134780090.1,426.5812095,356.5158131,-12.05853831,70.06539646,58.00685815
69,30552,UnitedHealthcare Ins Co of River Valley,GA,No,-510878.36,177314,59541853.64,48014970.33,335.7989422,270.7906332,-2.881207124,65.00830904,62.12710192,United Healthcare Ins Co of River Valley,GA,No,-1784203.76,190825,70842296.56,58600997.21,371.2422196,307.0928715,-9.349947648,64.14934809,54.79940045,UnitedHealthcare Insurance Company of the River Valley,GA,No,-5376525.71,191985,78571309.56,56465830.97,409.2575439,294.1158474,-28.00492596,115.1416964,87.13677048
524,14414,Federated Mutual Insurance Company,WV,No,-9423.93,3297,1608582.04,910555.6695,487.8926418,276.1770305,-2.85833485,211.7156113,208.8572765,Federated Mutual Insurance Company,WV,No,109960.53,4189,1964467.52,1863283.006,468.9585868,444.8037732,26.24982812,24.15481356,50.40464168,Federated Mutual Insurance Company,WV,No,474905.74,4798,2363345.38,2154569.37,492.5688579,449.0557253,98.97993747,43.51313256,142.49307
74,41842,UnitedHealthcare Insurance Company,DC,No,-255482.82,91860,42127448.09,26299888.7,458.6049215,286.3040355,-2.781219464,172.300886,169.5196666,United Healthcare Insurance Company,DC,No,-389192.26,87665,38846413.21,26607380.51,443.123404,303.5120117,-4.439539839,139.6113922,135.1718524,UnitedHealthcare Insurance Company,DC,No,-2167698.98,98152,43913249.44,28750305.89,447.4004548,292.9161493,-22.08512287,154.4843055,132.3991826
319,11269,Blue Cross Blue Shield of Wyoming,WY,Yes,-490054.01,176808,74958842,64931788,423.9561671,367.2446269,-2.771673284,56.7115402,53.93986692,Blue Cross Blue Shield of Wyoming,WY,Yes,-735310.56,180632,82786794,69419133,458.3174299,384.3124862,-4.070765756,74.00494375,69.934178,Blue Cross Blue Shield of Wyoming,WY,Yes,-1220295.56,190610,92571909,75496652,485.6613452,396.0791774,-6.402054247,89.58216778,83.18011353
42,43802,"UnitedHealthcare of Georgia, Inc.",GA,No,-123324.74,44914,21741409.78,15423228.78,484.0675464,343.3946827,-2.745797302,140.6728637,137.9270664,"United Healthcare of Georgia, Inc.",GA,No,-111617.91,31034,15217953.4,10259981.15,490.3639041,330.6045353,-3.596633048,159.7593688,156.1627357,"UnitedHealthcare of Georgia, Inc.",GA,No,-378394.27,43454,19287104.05,13756105.09,443.851062,316.5670615,-8.707927233,127.2840006,118.5760733
259,72547,Aetna Life Insurance Company,IL,No,-719734.14,262696,105099982.4,80541704.2,400.0821573,306.5966143,-2.739798627,93.48554299,90.74574436,Aetna Life Insurance Company,IL,No,-1111838.73,185509,79597689.41,52401539.77,429.0772384,282.4743801,-5.993448997,146.6028583,140.6094093,Aetna Life Insurance Company,IL,No,1102953.11,151583,63135516.3,45553336.63,416.5078953,300.51745,7.276232229,115.9904453,123.2666775
428,30252,"Health Options, Inc.",FL,No,-1315788.63,491056,189981551,133425086,386.8836772,271.71053,-2.679508305,115.1731473,112.493639,"Health Options, Inc.",FL,No,-4176090.84,496403,209220209.5,144051078.4,421.4724921,290.1897821,-8.412702663,131.28271,122.8700074,"Health Options, Inc.",FL,No,-14039797.34,576529,248911853.4,167826538.4,431.7421212,291.0981727,-24.35228296,140.6439485,116.2916656
225,47342,Health Tradition Health Plan,WI,No,-69764.62,26371,16106131,14686667,610.7516211,556.9249175,-2.64550529,53.82670358,51.18119829,Health Tradition Health Plan,WI,No,-781266.69,44324,17816414,15274404.61,401.9586229,344.6079914,-17.62626771,57.35063149,39.72436378,Health Tradition Health Plan,WI,No,-2172128.98,34451,14240989,12394739.86,413.3693942,359.7788122,-63.04980929,53.59058199,-9.459227308
410,63141,Humana Insurance Company,TX,No,-1055927.97,409270,172512012.5,132834139.7,421.5115022,324.5635881,-2.580027781,96.94791409,94.36788631,Humana Insurance Company,TX,No,-1192747.03,291529,133539863.1,98773798.05,458.0671669,338.8129416,-4.091349506,119.2542253,115.1628758,Humana Insurance Company,TX,No,-1009234.4,192074,94351565.64,74282306.47,491.225078,386.7379576,-5.254404032,104.4871204,99.2327164
417,28137,"CareFirst BlueChoice, Inc.",MD,No,-4834145.8,1947671,775274987.1,548959299.4,398.0523338,281.8542246,-2.482013543,116.1981093,113.7160957,"CareFirst Blue Choice, Inc.",MD,No,6517475.95,1797148,747901222.8,490530493.5,416.1600618,272.949414,3.626566065,143.2106478,146.8372139,CareFirst BlueChoice,MD,No,-6824378.98,1772790,749936120.2,501644390.2,423.0259197,282.968874,-3.849513467,140.0570457,136.2075322
430,32753,Healthy Alliance Life Co(Anthem BCBS),MO,No,-3154909.68,1313809,456014999.8,323269347.9,347.0938316,246.0550566,-2.401345766,101.038775,98.6374292,Healthy Alliance Life Co(Anthem BCBS),MO,No,5340341.52,1093732,407607934.1,284034541.4,372.6762444,259.6929974,4.882678316,112.983247,117.8659253,Healthy Alliance Life Co(Anthem BCBS),MO,No,2366744.33,1008598,394712226.8,283142083.6,391.3474217,280.728381,2.346568534,110.6190407,112.9656092
189,94529,Group Health CooperativeSCW,WI,Yes,-300007.81,141267,59360983,55093770,420.2041737,389.9974516,-2.123693502,30.20672202,28.08302852,Group Health Cooperative- SCW,WI,Yes,1443408.15,120594,52615833,46798808.57,436.3055625,388.0691292,11.96915394,48.23643324,60.20558718,Group Health Cooperative of South Central Wisconsin,WI,Yes,1378517.48,85271,39380895,32793194,461.8322173,384.5761631,16.1663107,77.25605423,93.42236493
98,54332,"UnitedHealthcare of North Carolina, Inc",NC,No,-452189.72,219390,84930843.72,56789943.55,387.1226752,258.8538381,-2.061122749,128.2688371,126.2077143,"United Healthcare of North Carolina, Inc.",NC,No,-1665560.71,220630,91296821.11,63907816.49,413.8005761,289.6605923,-7.549112587,124.1399838,116.5908712,"UnitedHealthcare of North Carolina, Inc.",NC,No,-7434771.42,283936,120807082.4,86490810.4,425.4729319,304.6137524,-26.18467338,120.8591795,94.67450616
160,53789,Keystone Health Plan Central,PA,No,-78244.77,39670,16748058,13546477,422.1844719,341.4791278,-1.97239148,80.70534409,78.73295261,Keystone Health Plan Central,PA,No,5269.47,17939,8426928,7309039,469.7546129,407.438486,0.293743798,62.31612687,62.60987067,Keystone Health Plan Central,PA,No,-946154.73,10725,4342249,3001951,404.8717016,279.9021911,-88.21955524,124.9695105,36.74995524
515,93222,Humana Health Plan. Inc.,TN,No,-251013.94,128553,44017152.44,33257133.93,342.4047081,258.7036781,-1.952610519,83.70103,81.74841948,Humana Health Plan. Inc.,TN,No,-529713.13,92239,34361279.82,25927732.94,372.5244183,281.0929535,-5.742832533,91.43146478,85.68863225,Humana Health Plan. Inc.,TN,No,-581926.73,34390,14171812.77,8744805.205,412.0910954,254.2833732,-16.92139372,157.8077222,140.8863284
476,95366,University Health Alliance (UHA),HI,Yes,-620253.71,319477,109937768,84797188,344.1179428,265.4250165,-1.941465927,78.69292625,76.75146032,University Health Alliance (UHA),HI,Yes,-778728.87,282975,110824974,91743800,391.6422794,324.2116795,-2.751935224,67.43059988,64.67866465,University Health Alliance,HI,Yes,-3542931.19,280065,115267461,90957297,411.5739596,324.7720958,-12.65038898,86.80186385,74.15147487
358,18973,Coventry Health Care of Iowa Inc.,IA,No,-142786.86,73989,22483575.26,16697931.28,303.8772691,225.6812672,-1.92983903,78.19600184,76.26616281,Coventry Health Care of Iowa Inc.,IA,No,459305.01,44953,17696901.86,13170620.48,393.6756581,292.9864632,10.21744956,100.6891949,110.9066445,Aetna Health Inc. (a IA corp.),IA,No,-547628.54,38670,14407488.76,9222211.96,372.5753494,238.4849227,-14.16158624,134.0904267,119.9288404
240,40733,Aetna Life Insurance Company,CA,No,-1519853.96,796551,292890651,237908427.8,367.6985541,298.6731895,-1.908043503,69.0253646,67.1173211,Aetna Life Insurance Company,CA,No,26507101.9,633699,266667327.8,213726023.1,420.8107127,337.2674142,41.82916795,83.54329847,125.3724664,Aetna Life Insurance Company,CA,No,22400144.48,596237,280697468.9,219389505.6,470.7817007,367.9568789,37.56919561,102.8248218,140.3940174
41,45920,"UnitedHealthcare of Ohio, Inc.",KY,No,-48790.45,25773,8611668.11,6719225.41,334.1352621,260.7079273,-1.893083847,73.42733481,71.53425096,"United Healthcare of Ohio, Inc.",KY,No,-293318.64,23206,8421891,5659283.74,362.9186848,243.8715737,-12.63977592,119.0471111,106.4073352,"UnitedHealthcare of Ohio, Inc.",KY,No,-430179.98,26368,10366983.23,8758721.95,393.1653227,332.1724041,-16.31447133,60.99291869,44.67844736
450,67138,"Health Net of California, Inc.",CA,No,-3718209.96,2156540,729510318,576089197,338.2781298,267.1358737,-1.724155341,71.14225611,69.41810077,"Health Net of California, Inc.",CA,No,-9525637.47,1788573,633783264,503613635,354.3513538,281.5728712,-5.325830967,72.77848262,67.45265166,"Health Net of California, Inc.",CA,No,-41807057.69,1456517,568704784.7,453296846.1,390.4553017,311.2197428,-28.70344643,79.23555894,50.53211251
517,45125,Nippon Life Insurance Company of America,TX,No,-24203.08,14054,5248200.714,4334082.431,373.4311025,308.3878206,-1.722148854,65.04328184,63.32113299,Nippon Life Insurance Company of America,TX,No,24103.59,14183,5690876.832,4599133.179,401.2463394,324.2708298,1.699470493,76.97550962,78.67498012,Nippon Life Insurance Company of America,TX,No,12367.39,11940,5091034.488,5584552.411,426.384798,467.7179574,1.035794807,-41.33315938,-40.29736457
478,77638,"Health Alliance Midwest, Inc.",IA,No,-19846.16,11714,4230788,4044840,361.1736384,345.2996415,-1.694225713,15.87399693,14.17977121,"Health Alliance Midwest, Inc.",IA,No,-8581.91,7678,2802289,1967321,364.9764262,256.2283147,-1.117727273,108.7481115,107.6303842,"Health Alliance Midwest, Inc.",IA,No,-31283.34,3880,1588698,787085,409.4582474,202.8569588,-8.062716495,206.6012887,198.5385722
48,58840,Aetna Health Inc. (a TX corp.),TX,No,-169002.71,101281,39786033.94,31358990.79,392.82821,309.6236292,-1.668651672,83.20458082,81.53592915,Aetna Health Inc. (a TX corp.),TX,No,-139428.93,28415,12530392.98,8567205.34,440.9781094,301.5029154,-4.906877705,139.4751941,134.5683164,Aetna Health Inc.(a TX corp.),TX,No,-210204.68,14283,6533236.58,4520102.66,457.4134692,316.467315,-14.71712385,140.9461542,126.2290303
268,29698,Priority Health,MI,Yes,-1528301.43,931577,327999718,246462410,352.0908288,264.564722,-1.640552987,87.52610681,85.88555382,Priority Health,MI,Yes,-2734798.34,926042,342076293,269031266,369.3960889,290.517348,-2.953211993,78.87874092,75.92552893,Priority Health,MI,Yes,-2495450.95,935416,350553953,284125839,374.757277,303.7427615,-2.667744565,71.01451547,68.3467709
