,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015
703,89498,"UnitedHealthcare Plan of the River Valley, Inc.",VA,,,-369338.77,,15726,,,"United Healthcare Plan of the River Valley, Inc.",VA,,,-539063.52,,6217,,
704,34673,Aetna Life Insurance Company,WA,,,-4980835.16,216,274491,80459.49,41364.93,Aetna Life Insurance Company,WA,,,-4146219.54,660,221783,301790.92,573395.47
705,69364,Asuris Northwest Health,WA,4356897.34,1425226.46,2090209.09,46293,112860,15696661,16360933,Asuris Northwest Health,WA,2095416.08,1091276.01,4486607.33,35287,55190,12501291,13278499
706,53732,BridgeSpan Health Company,WA,3714808.43,6256017.45,,30344,,12723891,17699706,Bridge Span Health Company,WA,5157667.99,3046204.15,,122870,,43512275,49813908
707,18581,Community Health Plan of Washington,WA,9099895.43,11449602.2,,30774,,13542943,30333327,Community Health Plan of Washington,WA,3148779.12,6748059.74,,15402,,7049384.53,17799756.45
708,61836,Coordinated Care Corporation,WA,3216434.39,-24258945.68,,232541,,71555581.14,34938041.98,Coordinated Care Corporation,WA,4033746.83,-34636348.44,,335837,,102415296.7,52321436.15
709,80473,Group Health Cooperative,WA,25307015.16,890216.02,-1709657.09,428008,168274,148391467.6,123818071.4,Group Health Cooperative,WA,15413893.81,-9944277,-3747729.11,445529,162864,155309681.9,138406445.2
710,25768,"Group Health Options, Inc.",WA,9932982.42,-1364790.9,997685.2,166734,79175,52360996,43701177,"Group Health Options, Inc.",WA,5545446.72,84523.22,734961.44,105901,52334,37454117.04,36403961.6
711,23371,Kaiser Foundation Healthplan of the NW,WA,2684599.56,2144483.77,294987.75,61981,105858,24686911,20741164,Kaiser Foundation Healthplan of the NW,WA,2087506.13,1500350.01,465626.66,61548,91245,25264201,23545272
712,38498,LifeWise Health Plan of WA,WA,37535881.13,-32176872.96,,974829,6302,320686452,231934471,Life Wise Health Plan of WA,WA,23278792.62,-22413845.18,,777909,4679,264335190,220628830
713,65907,"Moda Health Plan, Inc.",WA,8479437.45,3727521.87,,93203,,33616324,42377538,"Moda Health Plan, Inc.",WA,15995097.81,6134914.63,-558678.76,204794,8352,78396175,108833405
714,84481,"Molina Healthcare of Washington, Inc.",WA,1345029.79,3774960.62,,17442,,7086075,8800956,"Molina Healthcare of Washington, Inc.",WA,1184205.29,1537384.84,,50553,,17631287,17023375
715,49831,Premera Blue Cross,WA,58409390.63,-7124602.23,-7510310.41,894365,1271163,344483991,303743793,Premera Blue Cross,WA,60171189.8,18747955.38,-16440582.27,1100658,1667756,418268282,462242211
716,71281,Regence BlueCross BlueShield Of Oregon,WA,3168816.2,1956765.45,-175111.08,39006,21425,11282241,18378882,Regence BlueCross BlueShield Of Oregon,WA,2905564.38,1286238.74,821632.25,52337,11196,15966797,20919459
717,87718,Regence BlueShield,WA,58586000.12,32511257.78,15701650.08,634134,508653,219595069,230474233,Regence BlueShield,WA,32444683.34,25715713.27,21915964.21,552202,455891,200189096,218920708
718,42277,Time Insurance Company,WA,4376501.63,789160.16,,77117,,18539402,22075328,Time Insurance Company,WA,2762865.63,1137459.68,,33244,,12030222,16359630
719,94388,Trustmark Life Insurance Company,WA,,,-25877.34,579,,41754.06,42578.55757,Trustmark Life Insurance Company,WA,0,-35609.15,,318,,22188.8,7545.97
720,18699,UnitedHealthcare Insurance Company,WA,,,-4690024.61,773,262176,283645.8,424179.57,United Healthcare Insurance Company,WA,,,-2911146.39,2289,220908,866073.9,1267689.57
721,43861,"UnitedHealthcare of Washington, Inc.",WA,,,7283.57,107,8509,49001.31,42943.77,"United Healthcare of Washington, Inc.",WA,,,137027.09,79,10065,30351.07,19892.23
722,38752,Aetna Life Insurance Company,WI,,,-226568.25,32,12207,6688.06,8703.7,Aetna Life Insurance Company,WI,,,-3018035.3,79,51845,14825.64,8090.36
723,39924,All Savers Insurance Company,WI,,,-57996.4,,91660,,,All Savers Insurance Company,WI,9881120.03,5293092.41,464103.71,184612,74695,82028492.09,100707483.6
724,90028,BCBS of Wisconsin(Anthem BCBS),WI,,,-33656.01,57887,24396,22134036,20067780.16,BCBS of Wisconsin(Anthem BCBS),WI,,,-163325.2,34379,33265,15798432,9261911.26
725,44197,Celtic Insurance Company,WI,0,-4592.6,,24,,30142,5496.429375,,,,,,,,,
726,87416,Common Ground Healthcare Cooperative,WI,37246349.07,-21936044.54,-1311259.94,241900,7958,101860614,157754750,Common Ground Healthcare Cooperative,WI,32249872.02,194955.1,-2056055.51,396688,25483,161071543,222934983.9
727,79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,21561323.02,-5890042.47,-663368.87,367520,514265,129839861.8,127342878.3,Compcare Health Serv Ins Co(Anthem BCBS),WI,11971973.11,9974580.81,-212388.05,255521,452760,98165560.27,102318346.9
728,38345,Dean Health Plan,WI,21307603.54,-5448131.61,174003,,,,,Dean Health Plan,WI,18757853.83,-10372087.89,-209529.32,,,,
729,92708,Federated Mutual Insurance Company,WI,,,59805.56,1,45264,1147.33,,Federated Mutual Insurance Company,WI,,,678006.47,,41785,,
730,94529,Group Health CooperativeSCW,WI,296955.37,1297858.57,-300007.81,22068,141267,8563146,9534047,Group Health Cooperative- SCW,WI,486417.48,1059019.73,1443408.15,23018,120594,10363196,10382746.45
731,91058,"Gundersen Health Plan, Inc.",WI,5727641.4,417451.12,-2319871.19,43139,81062,22631274.92,26227200.12,"Gundersen Health Plan, Inc.",WI,5246929.26,-855334.89,-6517699.11,55370,62022,29584232.87,34509322.89
732,47342,Health Tradition Health Plan,WI,4487321.8,-626288.42,-69764.62,37196,26371,17100722,20523312,Health Tradition Health Plan,WI,5973322.11,-4413566.24,-781266.69,69211,44324,33123546,29973645.85
733,20173,HealthPartners Insurance Company,WI,,,31748.61,82,65686,46000,79000,HealthPartners Insurance Company,WI,,,-228049.85,62,40963,36000,68000
734,91604,Humana Insurance Company,WI,3869243.82,3660246.43,2267328.07,118386,307398,32154163.39,34500075.4,Humana Insurance Company,WI,1895119.37,596881.13,1292326.01,56804,290896,21773912.09,16382088.94
735,55103,Humana Wisconsin Health Org. Ins. Copr,WI,,,540251.68,,156416,,-266.35,Humana Wisconsin Health Org. Ins. Corp.,WI,0,,707127.26,,163547,,
736,94720,John Alden Life Insurance Company,WI,,,-41526.94,3567,9807,1024179,356364,John Alden Life Insurance Company,WI,,,44877.57,2435,3302,731543,1070851
737,57845,Medica Health Plans of Wisconsin,WI,2862374.5,-2323453.55,,33965,,21219228.85,14752671.73,Medica Health Plans of Wisconsin,WI,5114750.87,-2183267.46,,76759,,38717010.52,35813462.65
738,57637,Medica Insurance Company,WI,,,-890267.24,12941,87023,2668847.69,1645106.38,Medica Insurance Company,WI,,,355871.33,9384,84479,2131433.75,1542374.93
739,64772,Medical Associates Health Plans,WI,,,-494521.63,,22923,,,Medical Associates Health Plans,WI,,,-696241.56,,23051,,
740,58326,"MercyCare HMO, Inc.",WI,1158384.25,553470.57,176359.16,7914,40296,3483939.53,5994594.09,"Mercy Care HMO, Inc.",WI,1039637.7,686857.72,224237.16,10511,17819,5800173,8315467.52
741,35334,MercyCare Insurance Company,WI,,,-394787.04,,1572,,,Mercy Care Insurance Company,WI,,,-585670.39,,4838,,
742,52697,"Molina Healthcare of Wisconsin, Inc.",WI,3441997.05,4461487.73,,33299,,15462249,20675214,"Molina Healthcare of Wisconsin, Inc.",WI,13401718.71,-4595003.52,,281235,,110447203,132747617
743,81413,Network Health Plan,WI,0,17211.06,-5824.29,18001,171588,3010754,1918512.432,Network Health Plan,WI,24525.62,294393.41,-54663.83,14440,129581,2243847,1580270
744,58564,Physicians Plus Insurance Corporation,WI,140156.72,556347.7,-104807.25,41406,179478,10327768,11704591,Physicians Plus Insurance Corporation,WI,166156.71,175983.58,-629677.53,31587,188864,9953281,9656285
745,38166,"Security Health Plan of Wisconsin, Inc.",WI,43113883.54,-4769092.74,-545101.95,291458,122979,136470890,159303095,"Security Health Plan of Wisconsin, Inc.",WI,31487056.36,-10390482.3,-900331.9,368674,125902,169150496,230112614
746,94073,Time Insurance Company,WI,9155177.35,5745648.38,-145802.24,174728,39192,46309458,55624624,Time Insurance Company,WI,3360528.96,2979855.24,405231.13,120758,2971,35272430,40672616
747,59158,UnitedHealthcare Insurance Company,WI,,,2979572.04,3113,1086472,1736417.03,961523.73,United Healthcare Insurance Company,WI,,,11297157.89,3128,1103277,1710491.76,1118015.09
748,89106,UnitedHealthcare Life Insurance Company,WI,1343804.49,1384844.33,,14670,,5908205.32,7068437.39,United Healthcare Life Insurance Company,WI,2293913.16,-1371221.77,,51450,,21204925.8,22200055.13
749,80180,"UnitedHealthcare of Wisconsin, Inc.",WI,,,260942.05,452,236775,226702.45,168672.41,"United Healthcare of Wisconsin, Inc.",WI,,,-535453.6,502,221085,228812.07,154543.27
750,37833,Unity Health Plans Insurance Corporation,WI,4934795.29,7490116.39,802161.46,101128,278357,34056627,41162595,Unity Health Plans Insurance Corporation,WI,7185046.24,5592708.14,832440.01,194647,294566,67620965.18,89591632.45
751,22554,US Health and Life Insurance Company,WI,,,-5690.86,,28026,,,US Health and Life Insurance Company,WI,,,-3848.16,,3434,,
752,81974,Wisconsin Physicians Svc Insurance Corp,WI,29569505.7,9253503.82,391472.58,415053,231523,129521835,159237537,Wisconsin Physicians Svc Insurance Corp,WI,18524573.8,5160942.97,183981.2,313928,226782,114358725,146607291.6
753,84670,"WPS Health Plan, Inc.",WI,20641930.66,6159459.81,-72821.47,211549,65263,77520118,108667711,"WPS Health Plan, Inc.",WI,12630278.43,1825501.39,-1158565.4,215901,43139,88373512,114331132
754,26661,Coventry Health & Life Insurance Co.,WV,,,805014.72,23174,46745,3895195,3205857.43,Coventry Health & Life Insurance Co.,WV,,,-516628.21,141,36881,5069.43,1735.66627
755,33577,"Coventry Health Care of West Virginia, Inc.",WV,28106.85,-107392.55,140229.75,4211,49971,437776.18,973399.31,"Coventry Health Care of West Virginia, Inc.",WV,0,-435.24,-69535.77,4,21590,1661.83,9672.78
756,14414,Federated Mutual Insurance Company,WV,,,-9423.93,,3297,,,Federated Mutual Insurance Company,WV,,,109960.53,,4189,,
757,31274,Highmark Blue Cross Blue Shield West Virginia,WV,26810291.22,128655.69,-413253.52,374909,491027,136496369.6,161435614,Highmark Blue Cross Blue Shield West Virginia,WV,33457193.36,-71601.45,1261985.57,511698,473363,213700381,278020361
758,48421,John Alden Life Insurance Company,WV,,,20283.29,1816,1972,513721,288234,John Alden Life Insurance Company,WV,,,224713.34,1250,436,338247,259478
759,95628,"Optimum Choice, Inc.",WV,,,-51774.44,,523,,,"Optimum Choice, Inc.",WV,,,153076.85,,513,,
760,72982,The Health Plan of the Upper Ohio Valley,WV,61624.21,36581.6,-127889.82,1101,9648,152551,379669,The Health Plan of the Upper Ohio Valley,WV,11649.3,-15242.9,-553884.06,656,13466,282517,213902
761,59772,THP Insurance Company,WV,,,16747.8,,2432,,,THP Insurance Company,WV,,,-62874.74,,2413,,
762,35992,Time Insurance Company,WV,48505.44,-57844.83,-59979.36,10232,2207,2979189,1941942,Time Insurance Company,WV,431491.97,382756.67,-39194.65,5818,345,2422025,2676648
763,77060,UnitedHealthcare Insurance Company,WV,,,-319954.48,629,5479,376802.06,539608.89,United Healthcare Insurance Company,WV,,,-100035.49,571,5374,244509.79,187046.82
764,79022,Aetna Health of Utah Inc.,WY,0,-50038.73,11533.35,1683,4618,407310,114751.87,Altius Health Plans Inc.,WY,0,-78269.7,-153666.93,1259,2950,304182.5,160959.46
765,11269,Blue Cross Blue Shield of Wyoming,WY,7922982.99,6093726.2,-490054.01,124364,176808,53463568,56230763,Blue Cross Blue Shield of Wyoming,WY,12716956.74,1438732.96,-735310.56,211926,180632,106424294.1,112604550
766,49290,Celtic Insurance Company,WY,0,-16001.9,,29,,33478,134.4865763,Celtic Insurance Company,WY,0,-7210.87,,12,,679.22,24030.80201
767,47823,Freedom Life Insurance,WY,0,-913.16,,1665,,432861,570993,Freedom Life Insurance,WY,89807.28,18632.31,,1150,,300646,772120
768,72208,John Alden Life Insurance Company,WY,,,45022.01,4031,22626,1290963,885947,John Alden Life Insurance Company,WY,,,599763.48,1938,12664,677409,472450
769,29941,Time Insurance Company,WY,5301137.18,36704.98,594176.69,58833,34096,18222132,23249945,Time Insurance Company,WY,1888415.67,1254913.51,646260.58,24048,28773,11843016,12790612
770,49714,UnitedHealthcare Insurance Company,WY,,,-160678,232,18432,144098.8,161034.69,United Healthcare Insurance Company,WY,,,-325977.41,266,17155,158056.23,100043
771,53189,WINhealth Partners,WY,13488376.6,-6063477.37,,89500,14609,46238921,55870252,WINhealth Partners,WY,8575326.66,-2626798.16,-31069.24,96015,16403,51883227,69331174
