,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndPremiumMinusCostsPMM
373,70194,Highmark Health Insurance Company,PA,59657176.61,42359592.09,5446786.21,374925,1710639,150328937.3,258954771,400.9573576,690.6841928,112.9815085,-289.7268352,Highmark Health Insurance Company,PA,37266490.45,51852279.7,777889.23,330905,1156811,144478467,261705910,436.6161497,790.8792856,156.6983868,-354.2631359,Highmark Health Insurance Company,PA,19268231.33,49750020.05,-437219.75,323186,804211,152485135.2,230087842,471.8185045,711.9362906,153.9361855,-240.117786
374,99969,Medical Health Insuring Corp. of Ohio,OH,45396359.92,9233566.61,-614504.61,370847,11141,151602447,189452476.1,408.8005215,510.8642543,24.89858785,-102.0637328,Medical Health Insuring Corp. of Ohio,OH,39155019.99,21390181.45,98427.31,578453,8726,232610640.7,277168184.5,402.1253943,479.1542001,36.97825312,-77.0288058,Medical Mutual of Ohio,OH,19747201.84,28217818.37,32533.18,507466,3087,223050403,272026371,439.5376301,536.0484663,55.60533784,-96.51083619
375,48963,Humana Insurance Company,MS,24487153.98,1064234.77,-492484.94,390056,37314,152150993.7,149026273.2,390.0747423,382.0637888,2.72841533,8.010953555,Humana Insurance Company,MS,18785123.87,13191678.23,-52010.25,336079,32615,141591436.3,146082350.7,421.3040276,434.6667025,39.25171829,-13.36267485,Humana Insurance Company,MS,6980708.93,9062010.42,-202527.52,238885,30904,98100479.05,126432931.6,410.6598533,529.2627482,37.93461465,-118.6028949
376,23841,Aetna Life Insurance Company,FL,32190446.23,20415906.73,1330151.83,409905,92602,152776589.5,175865983.9,372.7121882,429.040836,49.80643498,-56.32864786,Aetna Life Insurance Company,FL,731464.13,-2790586.53,1289962.56,34529,112153,12535255.49,10352181.89,363.0355785,299.811228,-80.81863159,63.22435055,Aetna Life Insurance Company,FL,184616.94,-1657914.8,2505152.5,17849,60960,7536015.89,6111808.46,422.2094173,342.4174161,-92.88558463,79.79200123
377,91716,Aetna Life Insurance Company,TX,14609683.22,7355591.68,-2896197.55,503421,988673,152897435.4,143561183,303.7168402,285.1712245,14.61121344,18.5456157,Aetna Life Insurance Company,TX,19077598.96,-10218459.31,4559477.87,562121,762695,175730854.8,170561451.5,312.6210456,303.4247991,-18.17839809,9.196246538,Aetna Life Insurance Company,TX,22268041.61,2187611.73,7021712.97,983046,368909,347839204.3,383004577.2,353.8381767,389.6100256,2.225340147,-35.77184882
378,34762,Blue Cross and Blue Shield of Kansas City,MO,25923279.05,18053572.29,2682326.2,630607,442946,159451717.6,191337992.4,252.8543413,303.4187575,28.62888025,-50.56441619,Blue Cross and Blue Shield of Kansas City,MO,22865750.61,20705929.36,-325653.6,659275,349948,197237281.5,232319618.5,299.1730029,352.3865132,31.40712049,-53.2135103,Blue Cross and Blue Shield of Kansas City,MO,15688168.11,16722536.07,1407580.23,723050,401885,254149725.1,284157223.9,351.49675,392.9980277,23.12777273,-41.50127764
379,63411,"Blue Cross and Blue Shield of Georgia, Inc.",GA,,,1729140.2,416561,149454,161787329,126568608.8,388.3880848,303.8417154,,84.54636944,"Blue Cross and Blue Shield of Georgia, Inc.",GA,,,2862053.98,260103,99385,110547996,91511228.51,425.0162282,351.8268859,,73.18934226,"Blue Cross and Blue Shield of Georgia, Inc.",GA,,,2429075.84,88455,45580,43841427.3,35806196.16,495.6353773,404.7956154,,90.83976191
380,50305,Wellmark of South Dakota,SD,11018734.68,1820377.38,2519007.76,604615,346867,163256470,157543236,270.0172341,260.5678589,3.010804198,9.449375222,Wellmark of South Dakota,SD,8866320.54,-1043395.44,1566498.82,572020,353553,174208086,176193563,304.5489423,308.0199346,-1.824054124,-3.470992273,"Wellmark of South Dakota, Inc",SD,3917071.73,8404038.14,-351961.4,428302,423868,147326961,148065533,343.9791572,345.703576,19.62175787,-1.724418751
381,33653,Maine Community Health Options,ME,35448310.19,-926811.51,97813.31,376936,13093,166074149,173234740,440.5897792,459.5866142,-2.458803378,-18.99683501,Maine Community Health Options,ME,40987289.61,2738773.24,-3768993.96,688724,48898,291354380,339462243.3,423.0350329,492.8857471,3.97659039,-69.85071422,Maine Community Health Options,ME,17217074.37,5309414.63,-1592009.09,650462,128401,269816122,315546943,414.8068942,485.1120327,8.162528526,-70.3051385
382,37160,Blue Cross Blue Shield of North Dakota,ND,13433148.25,1088177.61,309402.76,487298,662969,166203387,159610965,341.0713506,327.542828,2.233084499,13.52852259,Blue Cross Blue Shield of North Dakota,ND,12584324.78,1716903.71,22846.4,514810,623553,194054519,175053351,376.943958,340.0348692,3.335024009,36.90908879,Blue Cross Blue Shield of North Dakota,ND,7183989.12,5450054.61,788699.06,461658,599004,189953360.2,176708427.7,411.4590459,382.7691228,11.80539406,28.68992306
384,25303,"New York State Catholic Health Plan, Inc.",NY,13745380.71,-37511467.39,,482840,,167711724.3,111950287.6,347.3443052,231.8579397,-77.68922912,115.4863655,"New York State Catholic Health Plan, Inc.",NY,13867355.91,-56655138.64,,786748,,279998282.6,199535627.3,355.8932245,253.620762,-72.01179875,102.2724625,"New York State Catholic Health Plan, Inc.",NY,7460063.12,-72347372.76,,672732,,250931437,176484919.6,373.003569,262.3406046,-107.5426362,110.6629644
385,42690,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. ***",MA,37222783,,,335415,2824026,174084594,205754758,519.0125486,613.4333825,,-94.42083389,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",MA,35245952.75,,,592588,2375271,304248807,331241353,513.4238408,558.9741152,,-45.55027439,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",MA,17178148.51,,,539291,2416357,290846328,339128386,539.3124083,628.8411748,,-89.52876647
387,48121,Cigna Health and Life Insurance Company,FL,75559934.98,39512510.93,,406640,90788,178312739,274385648,438.5027026,674.7630533,97.16828381,-236.2603507,Cigna Health and Life Insurance Company,FL,82711915.66,73421679.32,,497891,63293,238338961,448394923,478.6970662,900.5885284,147.4653676,-421.8914622,Cigna Health and Life Insurance Company,FL,4687309.64,11336832.52,,110620,,51983771,62971090,469.9310342,569.2559212,102.4844741,-99.324887
388,55409,Cigna Health and Life Insurance Company,TX,82305987.68,32778811.09,,501401,78230,181597360,311394311,362.1798919,621.0484443,65.37444299,-258.8685523,Cigna Health and Life Insurance Company,TX,42003359.11,53407229.68,,365755,75880,144781224,266079574,395.842091,727.4803461,146.0191376,-331.6382551,Cigna Health and Life Insurance Company,TX,11089728.05,30080696.33,,148572,,64402634,131526282,433.4776001,885.269647,202.4654466,-451.792047
389,88102,PreferredOne Insurance Company,MN,51337471.78,5422835.32,-1029344.47,880297,192143,186382394,293227598,211.7267172,333.100758,6.160233785,-121.3740408,Preferred One Insurance Company,MN,4222933.09,5753591.46,-3077770.23,78619,178184,55169518,32466576,701.7326346,412.9609382,73.18321856,288.7716964,PreferredOne Insurance Company,MN,1189854.34,4665798.89,-5741279.42,21744,185223,9103900,13548366,418.6856144,623.0852649,214.5786833,-204.3996505
390,11721,Blue Cross & Blue Shield of Mississippi,MS,6452872.9,4539847.85,356245.91,764940,807922,190851063,177216259,249.4980822,231.673411,5.934907117,17.82467122,Blue Cross & Blue Shield of Mississippi,MS,8234968.46,2213375.4,27685.38,793293,816408,227165202,207890018,286.3572501,262.0595644,2.790110842,24.29768572,Blue Cross Blue Shield of Mississippi,MS,4413878.6,-14760.32,-241806.75,718574,871515,225227066,198347078,313.4361471,276.028743,-0.020541127,37.40740411
392,87269,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",CO,,,2272512.47,751693,722035,204232828.5,158902637.2,271.697127,211.3929985,,60.30412855,Rocky Mountain Hos & Med Svc(Anthem BCBS),CO,3292837.76,-318263.67,-1239886.17,534111,677758,181263174.2,148064739.2,339.3736025,277.2171687,-0.59587552,62.15643378,Rocky Mountain Hos&Med Svc(Anthem BCBS),CO,27109001.49,43292191.96,947344.48,879410,687016,370760496.5,420520351.5,421.6014106,478.1846369,49.22867827,-56.58322625
393,18558,"Blue Cross and Blue Shield of Kansas, Inc.",KS,25958565.69,7698173.07,1056774.58,650169,1305258,208136266,235999821,320.1264071,362.9822723,11.84026472,-42.85586517,"Blue Cross and Blue Shield of Kansas, Inc.",KS,22071027.01,17980150.06,1209308.94,692644,1169721,220132355,284277498,317.81457,410.423678,25.9587177,-92.609108,"Blue Cross and Blue Shield of Kansas, Inc",KS,11808950.32,31581487.09,-649337.25,574755,1056686,215666455,273525098,375.2319771,475.8985968,54.94773789,-100.6666197
394,45532,"CareFirst of Maryland, Inc.",MD,21694659.41,9718734.15,3249730.99,844338,74785,215321625.9,218132668.9,255.0182817,258.347568,11.51047821,-3.329286376,"CareFirst of Maryland, Inc.",MD,23361093.08,22545287.16,7207643.04,670981,51225,214100821.7,226180077.9,319.0862658,337.0886477,33.6004852,-18.00238189,CareFirst of Maryland,MD,9220852.27,21010173.45,9161612.58,527754,69885,189994704.6,195001710.1,360.0061858,369.4935711,39.81054326,-9.487385221
395,87718,Regence BlueShield,WA,58586000.12,32511257.78,15701650.08,634134,508653,219595069,230474233,346.2912712,363.4472099,51.26875042,-17.15593865,Regence BlueShield,WA,32444683.34,25715713.27,21915964.21,552202,455891,200189096,218920708,362.5287413,396.4504076,46.56939538,-33.92166635,Regence BlueShield,WA,15120899.16,24185349.06,12958434.18,496278,594150,203678116,210651995,410.411334,424.4636978,48.73347007,-14.0523638
396,63141,Humana Insurance Company,TX,21797558.59,5252230.85,-1055927.97,1152876,409270,225637658.6,235618617.3,195.7171965,204.3746399,4.55576389,-8.657443385,Humana Insurance Company,TX,22961195.74,16542107.09,-1192747.03,960435,291529,230141545.1,262184110.3,239.6221973,272.984752,17.22355713,-33.36255468,Humana Insurance Company,TX,40825576.65,75959121.33,-1009234.4,825944,192074,254400868.6,434295724,308.0122485,525.8173968,91.96643033,-217.8051483
397,99110,Health Net Life Insurance Company,CA,96305759.81,53801059.26,-1149328.11,670834,739749,229515619,341244349,342.1347442,508.6867228,80.20025708,-166.5519786,Health Net Life Insurance Company,CA,94347305.12,53436905.52,11418011.12,444015,1101301,187024958,479433200,421.2131527,1079.768026,120.349325,-658.5548731,Health Net Life Insurance Company,CA,23086888.56,65553512.41,27189932.09,328744,1089874,169810875.1,280252072.4,516.5444087,852.4933456,199.4059585,-335.9489369
398,32673,"Humana Health Plan of Texas, Inc.",TX,53329111.45,-38610710.6,-1682294.43,870873,1528757,242296504.6,305803472.2,278.2225475,351.1458872,-44.33563861,-72.92333968,"Humana Health Plan of Texas, Inc.",TX,51295201.04,-26986914.17,-2173306.64,1147557,1418824,335404567.6,396706517,292.2770438,345.6965684,-23.51683983,-53.41952461,"Humana Health Plan of Texas, Inc.",TX,14209617.01,23973511.28,-10567282.01,568737,976052,185523115.2,227329575.8,326.2019443,399.7094893,42.1521921,-73.50754496
399,68781,SelectHealth,UT,51361644.15,12505596.48,-1805886.51,1144804,1347616,244284085,346944682,213.3850729,303.0603335,10.92378825,-89.67526057,Select Health,UT,45753380.6,29815302,2775857.47,1430842,1402554,333665717.5,492765465.8,233.1953615,344.388455,20.83759213,-111.1930935,SelectHealth,UT,32012506.7,22409549.17,-995925.57,1849312,1474420,509597215.4,702984108,275.560433,380.132778,12.11777632,-104.5723451
400,31609,Independence Blue Cross (QCC Ins. Co.),PA,67630617.15,50795145.81,13315931.52,631413,808320,247916140,317529349,392.6370537,502.8869361,80.44678493,-110.2498824,Independence Blue Cross (QCC Ins. Co.),PA,43123145.04,64851297.02,24985336.8,525833,851405,250472344,323221752,476.3343951,614.6851795,123.3305955,-138.3507844,Independence Blue Cross (QCC Ins Co.),PA,23746836.95,74118152.98,32747625.97,496254,870165,244714245,328272799,493.1229673,661.5015677,149.3552757,-168.3786005
401,21032,Kaiser Foundation Health Plan of Colo.,CO,26956984.91,-33664830.89,-3582183.17,819397,664202,253676763,219954806,309.5895677,268.4349662,-41.08488424,41.15460149,Kaiser Foundation Health Plan of Colo.,CO,20539222.46,-7630792.84,951160.48,829731,627193,231648599,261842374,279.1851805,315.5750165,-9.196706933,-36.38983598,Kaiser Foundation Health Plan of Colorado,CO,16419013.45,-59023683.88,-3316114.09,1287943,643960,402547882,378221551,312.5510073,293.6632685,-45.82786962,18.88773882
402,61589,"Blue Cross of Idaho Health Service, Inc.",ID,46067383.55,-7228265.36,557788.36,1042265,476090,257383419,301202622.5,246.9462363,288.9885226,-6.935151195,-42.04228627,"Blue Cross of Idaho Health Service, Inc.",ID,38715261.37,-5152221.99,2750572.03,1019070,499500,290413107,366301108.4,284.9785658,359.4464643,-5.055807736,-74.46789857,Blue Cross of Idaho,ID,14007899.33,11963363.34,3125581.67,849414,431058,286519235.8,305279675.4,337.3140021,359.4003341,14.08425496,-22.08633199
403,28137,"CareFirst BlueChoice, Inc.",MD,33674052.57,-12598519.03,-4834145.8,1045638,1947671,264744175.9,273475415,253.1891304,261.5392851,-12.04864306,-8.350154738,"CareFirst Blue Choice, Inc.",MD,59885149.52,-16434375.57,6517475.95,1994245,1797148,542184203.8,550886744.5,271.8744205,276.2382478,-8.240900978,-4.363827263,CareFirst BlueChoice,MD,30916285.31,-9848840.41,-6824378.98,1953448,1772790,595957605.8,620150404.6,305.0798413,317.4645061,-5.041772502,-12.38466486
404,29678,Blue Cross and Blue Shield of Nebraska,NE,38604318.76,1379197.77,3588744.99,992595,434242,271101751,325081480,273.124236,327.5066669,1.389486921,-54.3824309,Blue Cross and Blue Shield of Nebraska,NE,32361756.58,13541049.63,3977257.76,847755,361056,295502067,336088448,348.5701258,396.445256,15.9728337,-47.8751302,Blue Cross and Blue Shield of Nebraska,NE,18276356.34,13703605.42,-3814395.91,872585,457235,298157742,346867208,341.6947827,397.5168127,15.70460806,-55.82202995
406,36239,Anthem Health Plans of KY(Anthem BCBS),KY,10851899.04,4889935.19,2798476.94,1016969,990852,276713823.7,219708615.8,272.0966162,216.0425891,4.808342427,56.05402711,Anthem Health Plans of KY(Anthem BCBS),KY,15230315.39,3129303.34,4368115.21,1020298,809561,297745092.3,253014028.1,291.8216955,247.9805195,3.067048392,43.84117601,Anthem Health Plans of KY(Anthem BCBS),KY,18494891.83,6598201.98,7952464.11,1383489,745083,478743071.9,425408047.3,346.0403891,307.4892878,4.76924788,38.55110131
407,86545,Anthem Health Plans Inc. (Anthem BCBS),CT,53879332.07,13893512.78,1456630.51,709141,882121,284597256,270068513.8,401.3267545,380.8389499,19.59203146,20.48780454,Anthem Health Plans Inc.(Anthem BCBS),CT,37802725.1,25538509.66,25341838.53,654579,464639,280767787,281199270.2,428.9288031,429.5879798,39.01516801,-0.659176662,Anthem Health Plans Inc(Anthem BCBS),CT,20499214.04,24193391.03,14278900.63,638612,458553,281630564.5,310504939.2,441.0041849,486.2184538,37.88433514,-45.21426891
409,26065,Blue Cross and Blue Shield of South Carolina,SC,22076003.24,6653943.39,-254611.31,936558,823623,295301129,254980986,315.3046891,272.2532785,7.104678397,43.05141059,Blue Cross and Blue Shield of South Carolina,SC,26799911.31,8615922.98,2446555.38,1019835,805213,355349837,335721470,348.4385582,329.1919477,8.448349959,19.24661048,Blue Cross and Blue Shield of South Carolina,SC,23566473.38,-13226650.55,5890942.63,1645277,798195,640755819.4,640628072.5,389.451636,389.3739914,-8.039163345,0.077644615
410,88380,"HealthKeepers, Inc.",VA,53997035.62,-11644622.19,899569.67,891623,693806,296040848.4,297778427.2,332.024688,333.97347,-13.06002895,-1.94878194,"Health Keepers, Inc.",VA,77211953.05,-13597420.4,-2356689.22,2282806,598828,743404018.1,688877488.6,325.6536114,301.7678631,-5.956450263,23.88574829,"HealthKeepers, Inc(Anthem BCBS)",VA,49181314.31,22279438.04,765174.64,2325167,705645,841526146.6,857737862.5,361.9207337,368.8930139,9.58186575,-6.972280228
411,49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,34663581.85,-3958982.3,2304375.99,1094274,1401272,313627768,267903151,286.608078,244.8227327,-3.617907672,41.78534535,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,31999615.68,-15389290.74,2806937.56,1329937,1292437,388444221.1,358677256.3,292.0771594,269.6949226,-11.57144341,22.38223675,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,31779370.22,-26403372.35,1830323.65,1510064,688675,551320906.2,520906806.4,365.0977086,344.9567743,-17.48493597,20.14093429
412,38498,LifeWise Health Plan of WA,WA,37535881.13,-32176872.96,,974829,6302,320686452,231934471,328.9668773,237.9232368,-33.00771003,91.04364047,Life Wise Health Plan of WA,WA,23278792.62,-22413845.18,,777909,4679,264335190,220628830,339.8022005,283.6177882,-28.81293979,56.18441232,Lifewise Health Plan of Washington,WA,7633787.69,-11353357.47,,526619,2748,188178972,161015713,357.3341866,305.75371,-21.55895908,51.58047659
413,80519,"Empire HealthChoice HMO, Inc.",NY,38100183.86,-4215356.78,-7974099.79,768128,185458,339233913,281690007.2,441.637218,366.7227431,-5.487831169,74.91447493,"Empire HealthChoice HMO, Inc.",NY,40523011.28,31931835.18,1170127.82,869392,70270,370877634.4,351976595.8,426.5942571,404.853732,36.72892686,21.7405251,"Empire HealthChoice HMO, Inc.",NY,25247614.68,36682245.97,659191.77,734880,62745,358456700.6,390195765.3,487.7758282,530.9652805,49.91596719,-43.18945229
414,91762,AmeriHealth Ins Company of New Jersey,NJ,62373022.13,-27270588.68,-9401983.1,796319,455609,341756592,281115769.3,429.1704606,353.0190405,-34.24580938,76.1514201,AmeriHealth Ins Company of New Jersey,NJ,49658797.4,38267701.25,-7350774.16,543379,444759,273822437,328425555,503.925321,604.4134113,70.4254328,-100.4880903,AmeriHealth Ins Company of New Jersey,NJ,41759162.3,36425250.15,-1777877.29,632759,380580,312164428,442082699,493.3385823,698.6588875,57.56575592,-205.3203052
415,30252,"Health Options, Inc.",FL,61800974.07,32115302.73,-1315788.63,866970,491056,342910967.3,389540888,395.5280659,449.3129958,37.04315343,-53.78492993,"Health Options, Inc.",FL,49987278.15,81745567.9,-4176090.84,1110889,496403,481493023.5,549283125.5,433.4303639,494.4536542,73.5857209,-61.02329036,"Health Options, Inc.",FL,38308523.89,-6728057.44,-14039797.34,2717429,576529,1038344661,1055850578,382.1055347,388.5476228,-2.475890792,-6.442088091
416,49831,Premera Blue Cross,WA,58409390.63,-7124602.23,-7510310.41,894365,1271163,344483991,303743793,385.1715921,339.6194988,-7.966101346,45.55209338,Premera Blue Cross,WA,60171189.8,18747955.38,-16440582.27,1100658,1667756,418268282,462242211,380.0165737,419.968974,17.03340673,-39.95240029,Premera Blue Cross,WA,32382313.37,48645541.56,-3250387.15,1101801,1814747,454395716,519514520,412.411784,471.5139304,44.15093248,-59.10214639
417,32753,Healthy Alliance Life Co(Anthem BCBS),MO,31718277.28,-5335441.08,-3154909.68,1207878,1313809,344950109.3,306199466.2,285.5835683,253.5019813,-4.417201969,32.08158696,Healthy Alliance Life Co(Anthem BCBS),MO,19470609.22,7298221.08,5340341.52,1037701,1093732,337688912.1,277405688.6,325.4202435,267.3271863,7.033067406,58.09305715,Healthy Alliance Life Co(Anthem BCBS),MO,13135205.16,-2324559.37,2366744.33,1093488,1008598,406461787.7,332851974.2,371.7112467,304.3947206,-2.125820649,67.31652611
418,44240,Coventry Health and Life,MO,36558693.78,-16394921.63,308569.39,1281780,469773,352041892,390260376.3,274.6507919,304.4675188,-12.79074539,-29.81672697,Coventry Health and Life,MO,31011926.25,-20980901.39,-233857.65,1752758,360569,534928354.9,554088580.7,305.1923625,316.123835,-11.97022144,-10.93147246,Coventry Health and Life,MO,12224324.59,-4108462.62,-25221.44,1195467,280485,462009094.1,493023312,386.4674592,412.4106412,-3.436700988,-25.94318195
419,98185,Blue Care Network of Michigan,MI,54508071.26,-47134095.64,-5484016.17,1191387,944667,355726508,341579271,298.5818277,286.7072337,-39.56237196,11.87459407,Blue Care Network of Michigan,MI,46831049.28,-40004463.16,2178690.19,1596397,859012,519788391,452587896.8,325.600957,283.5058552,-25.05921971,42.09510178,Blue Care Network of Michigan,MI,19430303.42,-58286413.44,-19902786.04,1508670,849304,525672869.2,443706331.6,348.4346273,294.1042982,-38.63430269,54.3303291
420,80627,Medical Mutual of Ohio,OH,36995018.15,9369568.4,1218032.8,1367356,3012271,365229244,363715144.9,267.1061845,265.9988656,6.85232551,1.107318869,Medical Mutual of Ohio,OH,28206438.29,6545046.13,4026922.8,1180859,2665189,346011949.3,348902504.4,293.0171589,295.465,5.542614427,-2.447841021,Medical Mutual of Ohio,OH,18051088.44,7611488.99,9611713.69,1094601,2420973,369339159.2,371252404.8,337.4189857,339.1668789,6.953665299,-1.747893159
421,29276,Community Insurance Company(Anthem BCBS),OH,29350337.77,4108227.93,7243843.64,1263641,3825043,369264093.2,304745986.1,292.2223109,241.1650034,3.2511037,51.05730749,Community Insurance Company(Anthem BCBS),OH,19003555.17,19027175.55,14407578.76,941870,3304314,313395095.8,251590989.9,332.7371036,267.1185938,20.20148805,65.61850988,Community Insurance Company(Anthem BCBS),OH,16021049.52,23234667.9,18149090.71,906565,2937225,336684023.9,288594174.3,371.3843176,318.3380941,25.62934583,53.04622349
422,87571,Blue Cross Blue Shield of Oklahoma,OK,58988045.78,-912836.76,5538080.47,1530042,1415200,373873715,447090987.7,244.3551974,292.2083104,-0.596608956,-47.85311299,Blue Cross Blue Shield of Oklahoma,OK,84233897.4,-4417436.82,4443491.14,2028437,1475972,563366273,783660741,277.7341732,386.3372345,-2.177754015,-108.6030614,Blue Cross Blue Shield of Oklahoma,OK,34729150.38,-3948818.13,9258058.89,2028674,1565060,710450871,793783820.4,350.2045528,391.2820988,-1.946502065,-41.07754592
423,39424,"Moda Health Plan, Inc.",OR,110546514.1,-31157398.15,-4604925.33,1185822,158096,388355657,470752445,327.4991162,396.984071,-26.27493684,-69.48495474,"Moda Health Plan, Inc.",OR,62768010.24,-10916304.04,-1070895.13,1155876,210844,358676896,485000522,310.3074171,419.5956331,-9.444182629,-109.288216,Moda Health Plan Inc,OR,21536686.44,33462328.92,-972379.63,652354,172012,256991904,338079047.2,393.9454713,518.2447677,51.29474016,-124.2992964
424,53901,"Blue Cross Blue Shield of Arizona, Inc.",AZ,43210443.35,14331092.97,1494667.03,1649769,518338,425888273,447234457.3,258.1502459,271.0891387,8.686727033,-12.93889284,"Blue Cross Blue Shield of Arizona, Inc.",AZ,51821293.19,20131634.31,-837227.17,1857597,534916,542138872.7,597086526.7,291.849563,321.4295279,10.83746061,-29.57996487,Blue Cross Blue Shield of Arizona,AZ,27506938.31,29716531.05,-1968495.77,1672386,566367,566217459.2,551785277.1,338.5686434,329.9389478,17.76894273,8.629695597
425,33871,"Keystone Health Plan East, Inc",PA,56237853.67,-61020486.2,-7900229.63,1365965,1427814,453789098,419745377.2,332.2113656,307.2885302,-44.67207154,24.92283536,"Keystone Health Plan East, Inc.",PA,49296370.95,-12386830.58,-4106693.9,1291544,1448425,482068666,469929005,373.2498978,363.8505579,-9.590715129,9.39933986,Keystone Health Plan East,PA,23860951.77,-53397058.27,-10258625.79,1592335,1418378,573518907,502166813,360.1747792,315.3650538,-33.53380932,44.80972534
426,72160,Wellmark Inc.,IA,13566797.89,4605847.67,3535403.52,1679290,960142,468125938,429710822,278.7642027,255.8883945,2.742735126,22.87580823,Wellmark Inc.,IA,15298546.8,16573829.24,3724624.74,1505991,1180164,466896242,470969260,310.0259178,312.7304612,11.00526447,-2.704543387,"Wellmark, Inc",IA,10380245.12,18333352.61,4987083.29,1261457,1275866,442903170,439553282,351.104453,348.4488825,14.53347408,2.655570503
427,97176,Louisiana Health Service & Indemnity Company,LA,59187419.01,22005546.46,803668.2,1596020,2115029,498116444,526706837,312.0991241,330.0126797,13.7877636,-17.91355559,Louisiana Health Service & Indemnity Company,LA,59752232.01,67544981.11,7830648.73,1471589,1880339,545121264,646659307,370.4303742,439.4292883,45.89935173,-68.9989141,Louisiana Health Service & Indemnity Company,LA,27115074.86,102587361.7,9158699.82,1035653,1318564,461204220,554404207,445.3269773,535.3184966,99.05572784,-89.99151936
428,16064,"Anthem Health Plans of Virginia, Inc.",VA,,,6936085.85,2049418,1383390,514362915,412288187.5,250.9799929,201.1733026,,49.80669024,"Anthem Health Plans of Virginia, Inc.",VA,,,27889957.52,985484,1416206,217477958,165992563.8,220.6813687,168.4376041,,52.24376469,Anthem Health Plans of VA(Anthem BCBS),VA,,,27940259.33,441046,1167953,190445438.3,139200562.5,431.8040257,315.6146128,,116.1894129
429,49316,"BCBSM, INC.",MN,109644843.7,7616924.44,11759377.1,1830768,1267529,540553106,673696651,295.2602984,367.9858131,4.160507743,-72.72551465,"BCBSM, INC.",MN,125759129.4,29086945.86,15764245.94,2462520,1392389,782721397,1073087950,317.8538233,435.7682171,11.81186178,-117.9143938,BCBSMN INC,MN,53825959.36,109756214.5,18652345.56,1239218,1302566,543956372,745732721,438.9513161,601.7768633,88.56893178,-162.8255472
430,17575,Anthem Ins Companies Inc(Anthem BCBS),IN,63611127.93,-35299047.7,5862596.41,1656793,2119317,586730639.5,473768725.8,354.1363583,285.9552918,-21.30564754,68.18106649,Anthem Ins Companies Inc.(Anthem BCBS),IN,57453698.83,-13429318.84,6782799.4,1348881,1731779,538041022.9,494138475.3,398.8795327,366.3321489,-9.955895917,32.54738379,Anthem Ins Companies Inc(Anthem BCBS),IN,24145897.47,23453648.5,11000596.02,936386,1118153,394474929.9,395473402.1,421.2738442,422.3401483,25.04698757,-1.066304067
